Event Name,area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
,Bradford - City Centre,daily,01/08/2019,115946.43,115946.43,91779.96341,91779.96341,24166.46659,24166.46659,
,Bradford - City Centre,daily,01/08/2019,27054.17,27054.17,21415.32717,21415.32717,5638.842829,5638.842829,
,Bradford - City Centre,daily,02/08/2019,102971.23,102971.23,80188.33271,80188.33271,22782.89729,22782.89729,
,Bradford - City Centre,daily,03/08/2019,135876.12,135876.12,105812.852,105812.852,30063.26802,30063.26802,
,Bradford - City Centre,daily,04/08/2019,98435.91,98435.91,76656.47484,76656.47484,21779.43516,21779.43516,
,Bradford - City Centre,daily,05/08/2019,97900.52,97900.52,76239.54254,76239.54254,21660.97746,21660.97746,
,Bradford - City Centre,daily,05/08/2019,94421.46,94421.46,73530.24189,73530.24189,20891.21811,20891.21811,
,Bradford - City Centre,daily,06/08/2019,88234.64,88234.64,69844.08257,69844.08257,18390.55743,18390.55743,
,Bradford - City Centre,daily,07/08/2019,66776.1,66776.1,52858.1002,52858.1002,13917.9998,13917.9998,
,Bradford - City Centre,daily,08/08/2019,110871.76,110871.76,86340.83112,86340.83112,24530.92888,24530.92888,
,Bradford - City Centre,daily,09/08/2019,92704.27,92704.27,72192.98873,72192.98873,20511.28127,20511.28127,
,Bradford - City Centre,daily,10/08/2019,110007.25,110007.25,85667.59826,85667.59826,24339.65174,24339.65174,
,Bradford - City Centre,daily,11/08/2019,100913.26,100913.26,78585.69882,78585.69882,22327.56118,22327.56118,
,Bradford - City Centre,daily,12/08/2019,119261.29,119261.29,92874.13584,92874.13584,26387.15416,26387.15416,
,Bradford - City Centre,daily,12/08/2019,89888.89,89888.89,71153.54078,71153.54078,18735.34922,18735.34922,
,Bradford - City Centre,daily,13/08/2019,71273.25,71273.25,56417.91884,56417.91884,14855.33116,14855.33116,
,Bradford - City Centre,daily,14/08/2019,92021.09,92021.09,71660.9657,71660.9657,20360.1243,20360.1243,
,Bradford - City Centre,daily,15/08/2019,95447.25,95447.25,74329.07075,74329.07075,21118.17925,21118.17925,
,Bradford - City Centre,daily,16/08/2019,101694.01,101694.01,79193.704,79193.704,22500.306,22500.306,
,Bradford - City Centre,daily,17/08/2019,112772.71,112772.71,87821.18647,87821.18647,24951.52353,24951.52353,
,Bradford - City Centre,daily,18/08/2019,97702.84,97702.84,76085.60023,76085.60023,21617.23977,21617.23977,
,Bradford - City Centre,daily,19/08/2019,77999.99,77999.99,61742.6188,61742.6188,16257.3712,16257.3712,
,Bradford - City Centre,daily,19/08/2019,74298.85,74298.85,58812.8995,58812.8995,15485.9505,15485.9505,
,Bradford - City Centre,daily,20/08/2019,75407.06,75407.06,58722.87256,58722.87256,16684.18744,16684.18744,
,Bradford - City Centre,daily,21/08/2019,105262.49,105262.49,81972.64003,81972.64003,23289.84997,23289.84997,
,Bradford - City Centre,daily,22/08/2019,91951.45,91951.45,71606.7339,71606.7339,20344.7161,20344.7161,
,Bradford - City Centre,daily,23/08/2019,104767.69,104767.69,81587.31699,81587.31699,23180.37301,23180.37301,
,Bradford - City Centre,daily,24/08/2019,121161.17,121161.17,94353.65793,94353.65793,26807.51207,26807.51207,
,Bradford - City Centre,daily,25/08/2019,77393.38,77393.38,61262.44322,61262.44322,16130.93678,16130.93678,
,Bradford - City Centre,daily,26/08/2019,58334.39,58334.39,46175.87777,46175.87777,12158.51223,12158.51223,
,Bradford - City Centre,daily,26/08/2019,98957.05,98957.05,77062.31002,77062.31002,21894.73998,21894.73998,
,Bradford - City Centre,daily,27/08/2019,82411.44,82411.44,64177.49861,64177.49861,18233.94139,18233.94139,
,Bradford - City Centre,daily,28/08/2019,89812,89812,69940.64786,69940.64786,19871.35214,19871.35214,
,Bradford - City Centre,daily,29/08/2019,92846.75,92846.75,72303.94432,72303.94432,20542.80568,20542.80568,
,Bradford - City Centre,daily,30/08/2019,134012.43,134012.43,104361.5127,104361.5127,29650.91733,29650.91733,
,Bradford - City Centre,daily,31/08/2019,80265,80265,63535.5376,63535.5376,16729.4624,16729.4624,
,Bradford - City Centre,daily,01/09/2019,67416.63,67416.63,53365.1259,53365.1259,14051.5041,14051.5041,
,Bradford - City Centre,daily,01/09/2019,92617,92617,72125.02765,72125.02765,20491.97235,20491.97235,
,Bradford - City Centre,daily,02/09/2019,89062.54,89062.54,69357.00962,69357.00962,19705.53038,19705.53038,
,Bradford - City Centre,daily,02/09/2019,43395.54,43395.54,33794.06073,33794.06073,9601.479273,9601.479273,
,Bradford - City Centre,daily,03/09/2019,105392.1,105392.1,82073.57317,82073.57317,23318.52683,23318.52683,
,Bradford - City Centre,daily,04/09/2019,108592.76,108592.76,84566.07121,84566.07121,24026.68879,24026.68879,
,Bradford - City Centre,daily,05/09/2019,54806.07,54806.07,43382.95797,43382.95797,11423.11203,11423.11203,
,Bradford - City Centre,daily,06/09/2019,42984.95,42984.95,34025.68875,34025.68875,8959.261255,8959.261255,
,Bradford - City Centre,daily,07/09/2019,137602.58,137602.58,107157.3241,107157.3241,30445.25589,30445.25589,
,Bradford - City Centre,daily,08/09/2019,102129.73,102129.73,79533.01878,79533.01878,22596.71122,22596.71122,
,Bradford - City Centre,daily,09/09/2019,121427.86,121427.86,94561.34144,94561.34144,26866.51856,26866.51856,
,Bradford - City Centre,daily,09/09/2019,147440.35,147440.35,114818.4385,114818.4385,32621.91148,32621.91148,
,Bradford - City Centre,daily,10/09/2019,113601.89,113601.89,88466.90626,88466.90626,25134.98374,25134.98374,
,Bradford - City Centre,daily,11/09/2019,54991.09,54991.09,43529.41465,43529.41465,11461.67535,11461.67535,
,Bradford - City Centre,daily,12/09/2019,37016.99,37016.99,29301.61789,29301.61789,7715.372107,7715.372107,
,Bradford - City Centre,daily,13/09/2019,76415.89,76415.89,59508.4939,59508.4939,16907.3961,16907.3961,
,Bradford - City Centre,daily,14/09/2019,99095.5,99095.5,77170.12727,77170.12727,21925.37273,21925.37273,
,Bradford - City Centre,daily,15/09/2019,97297.05,97297.05,75769.59329,75769.59329,21527.45671,21527.45671,
,Bradford - City Centre,daily,16/09/2019,120938.72,120938.72,94180.4261,94180.4261,26758.2939,26758.2939,
,Bradford - City Centre,daily,16/09/2019,91692.38,91692.38,71404.98443,71404.98443,20287.39557,20287.39557,
,Bradford - City Centre,daily,17/09/2019,137015.46,137015.46,108457.6205,108457.6205,28557.83948,28557.83948,
,Bradford - City Centre,daily,18/09/2019,61684.38,61684.38,48827.63652,48827.63652,12856.74348,12856.74348,
,Bradford - City Centre,daily,19/09/2019,119058.87,119058.87,92716.50227,92716.50227,26342.36773,26342.36773,
,Bradford - City Centre,daily,20/09/2019,91224.41,91224.41,71040.55512,71040.55512,20183.85488,20183.85488,
,Bradford - City Centre,daily,21/09/2019,118376.35,118376.35,92184.99322,92184.99322,26191.35678,26191.35678,
,Bradford - City Centre,daily,22/09/2019,60748.79,60748.79,47307.81777,47307.81777,13440.97223,13440.97223,
,Bradford - City Centre,daily,23/09/2019,89705.98,89705.98,69858.08532,69858.08532,19847.89468,19847.89468,
,Bradford - City Centre,daily,23/09/2019,79296.98,79296.98,62769.27994,62769.27994,16527.70006,16527.70006,
,Bradford - City Centre,daily,24/09/2019,61494.23,61494.23,48677.11908,48677.11908,12817.11092,12817.11092,
,Bradford - City Centre,daily,25/09/2019,114951.47,114951.47,89517.88497,89517.88497,25433.58503,25433.58503,
,Bradford - City Centre,daily,26/09/2019,87818.07,87818.07,68387.8848,68387.8848,19430.1852,19430.1852,
,Bradford - City Centre,daily,27/09/2019,72345.22,72345.22,56338.4799,56338.4799,16006.7401,16006.7401,
,Bradford - City Centre,daily,28/09/2019,75717.9,75717.9,58964.93766,58964.93766,16752.96234,16752.96234,
,Bradford - City Centre,daily,29/09/2019,95178.7,95178.7,74119.93877,74119.93877,21058.76123,21058.76123,
,Bradford - City Centre,daily,30/09/2019,98913.09,98913.09,78296.84606,78296.84606,20616.24394,20616.24394,
,Bradford - City Centre,daily,30/09/2019,54106.4,54106.4,42829.11869,42829.11869,11277.28131,11277.28131,
,Bradford - City Centre,daily,01/10/2019,80243.2,80243.2,62488.9925,62488.9925,17754.2075,17754.2075,
,Bradford - City Centre,daily,01/10/2019,68692.81,68692.81,53494.1838,53494.1838,15198.6262,15198.6262,
,Bradford - City Centre,daily,02/10/2019,47857.36,47857.36,37268.68084,37268.68084,10588.67916,10588.67916,
,Bradford - City Centre,daily,03/10/2019,78153.09,78153.09,60861.32975,60861.32975,17291.76025,17291.76025,
,Bradford - City Centre,daily,04/10/2019,100546.94,100546.94,78300.42894,78300.42894,22246.51106,22246.51106,
,Bradford - City Centre,daily,05/10/2019,109242.94,109242.94,86473.66751,86473.66751,22769.27249,22769.27249,
,Bradford - City Centre,daily,06/10/2019,49253.56,49253.56,38987.74576,38987.74576,10265.81424,10265.81424,
,Bradford - City Centre,daily,07/10/2019,81968.74,81968.74,63832.74819,63832.74819,18135.99181,18135.99181,
,Bradford - City Centre,daily,07/10/2019,59034.59,59034.59,45972.89305,45972.89305,13061.69695,13061.69695,
,Bradford - City Centre,daily,08/10/2019,97516.48,97516.48,75940.47331,75940.47331,21576.00669,21576.00669,
,Bradford - City Centre,daily,09/10/2019,74885.4,74885.4,58316.63243,58316.63243,16568.76757,16568.76757,
,Bradford - City Centre,daily,10/10/2019,98184.73,98184.73,76460.86967,76460.86967,21723.86033,21723.86033,
,Bradford - City Centre,daily,11/10/2019,93860.21,93860.21,74297.12704,74297.12704,19563.08296,19563.08296,
,Bradford - City Centre,daily,12/10/2019,30185.69,30185.69,23894.15115,23894.15115,6291.538849,6291.538849,
,Bradford - City Centre,daily,13/10/2019,101645.47,101645.47,79155.90371,79155.90371,22489.56629,22489.56629,
,Bradford - City Centre,daily,14/10/2019,116517.8,116517.8,90737.65666,90737.65666,25780.14334,25780.14334,
,Bradford - City Centre,daily,14/10/2019,90883.58,90883.58,70775.13545,70775.13545,20108.44455,20108.44455,
,Bradford - City Centre,daily,15/10/2019,68380.04,68380.04,53250.61571,53250.61571,15129.42429,15129.42429,
,Bradford - City Centre,daily,16/10/2019,85132.97,85132.97,66296.87655,66296.87655,18836.09345,18836.09345,
,Bradford - City Centre,daily,17/10/2019,90169.31,90169.31,71375.51344,71375.51344,18793.79656,18793.79656,
,Bradford - City Centre,daily,18/10/2019,30521.14,30521.14,24159.68402,24159.68402,6361.455976,6361.455976,
,Bradford - City Centre,daily,19/10/2019,126245.15,126245.15,98312.78204,98312.78204,27932.36796,27932.36796,
,Bradford - City Centre,daily,20/10/2019,65187.76,65187.76,50764.64356,50764.64356,14423.11644,14423.11644,
,Bradford - City Centre,daily,21/10/2019,105868.73,105868.73,82444.74641,82444.74641,23423.98359,23423.98359,
,Bradford - City Centre,daily,21/10/2019,66137.82,66137.82,51504.49805,51504.49805,14633.32195,14633.32195,
,Bradford - City Centre,daily,22/10/2019,118624.48,118624.48,92378.22322,92378.22322,26246.25678,26246.25678,
,Bradford - City Centre,daily,23/10/2019,37060.5,37060.5,29336.0592,29336.0592,7724.440804,7724.440804,
,Bradford - City Centre,daily,24/10/2019,81781.84,81781.84,64736.22589,64736.22589,17045.61411,17045.61411,
,Bradford - City Centre,daily,25/10/2019,84090.63,84090.63,65485.15946,65485.15946,18605.47054,18605.47054,
,Bradford - City Centre,daily,26/10/2019,64630.31,64630.31,50330.53215,50330.53215,14299.77785,14299.77785,
,Bradford - City Centre,daily,27/10/2019,84492.91,84492.91,65798.43301,65798.43301,18694.47699,18694.47699,
,Bradford - City Centre,daily,28/10/2019,100939.25,100939.25,78605.9384,78605.9384,22333.3116,22333.3116,
,Bradford - City Centre,daily,28/10/2019,141243.09,141243.09,109992.3531,109992.3531,31250.73685,31250.73685,
,Bradford - City Centre,daily,29/10/2019,88909.83,88909.83,70378.54416,70378.54416,18531.28584,18531.28584,
,Bradford - City Centre,daily,30/10/2019,35612.97,35612.97,28190.23478,28190.23478,7422.73522,7422.73522,
,Bradford - City Centre,daily,31/10/2019,60638.09,60638.09,47221.6107,47221.6107,13416.4793,13416.4793,
,Bradford - City Centre,daily,01/11/2019,60086.66,60086.66,46792.18733,46792.18733,13294.47267,13294.47267,
,Bradford - City Centre,daily,01/11/2019,60147.28,60147.28,46839.39485,46839.39485,13307.88515,13307.88515,
,Bradford - City Centre,daily,02/11/2019,57101.74,57101.74,44467.69574,44467.69574,12634.04426,12634.04426,
,Bradford - City Centre,daily,03/11/2019,91017.91,91017.91,70879.74427,70879.74427,20138.16573,20138.16573,
,Bradford - City Centre,daily,04/11/2019,62699.18,62699.18,49630.92392,49630.92392,13068.25608,13068.25608,
,Bradford - City Centre,daily,04/11/2019,49573.45,49573.45,39240.96177,39240.96177,10332.48823,10332.48823,
,Bradford - City Centre,daily,05/11/2019,60401.1,60401.1,47037.05591,47037.05591,13364.04409,13364.04409,
,Bradford - City Centre,daily,06/11/2019,98361.68,98361.68,76598.6686,76598.6686,21763.0114,21763.0114,
,Bradford - City Centre,daily,07/11/2019,36127.02,36127.02,28133.73696,28133.73696,7993.283036,7993.283036,
,Bradford - City Centre,daily,08/11/2019,106128.06,106128.06,82646.69836,82646.69836,23481.36164,23481.36164,
,Bradford - City Centre,daily,09/11/2019,90633.32,90633.32,70580.24673,70580.24673,20053.07327,20053.07327,
,Bradford - City Centre,daily,10/11/2019,72820.95,72820.95,57643.03504,57643.03504,15177.91496,15177.91496,
,Bradford - City Centre,daily,11/11/2019,96395.6,96395.6,76304.07112,76304.07112,20091.52888,20091.52888,
,Bradford - City Centre,daily,11/11/2019,76810.11,76810.11,59815.49076,59815.49076,16994.61924,16994.61924,
,Bradford - City Centre,daily,12/11/2019,71580.85,71580.85,55743.23057,55743.23057,15837.61943,15837.61943,
,Bradford - City Centre,daily,13/11/2019,35206.25,35206.25,27416.69191,27416.69191,7789.558089,7789.558089,
,Bradford - City Centre,daily,14/11/2019,92438.74,92438.74,71986.20856,71986.20856,20452.53144,20452.53144,
,Bradford - City Centre,daily,15/11/2019,115341.87,115341.87,89821.90702,89821.90702,25519.96298,25519.96298,
,Bradford - City Centre,daily,16/11/2019,73818.39,73818.39,58432.58075,58432.58075,15385.80925,15385.80925,
,Bradford - City Centre,daily,17/11/2019,55000.09,55000.09,43536.5388,43536.5388,11463.5512,11463.5512,
,Bradford - City Centre,daily,18/11/2019,84661.88,84661.88,65930.01755,65930.01755,18731.86245,18731.86245,
,Bradford - City Centre,daily,18/11/2019,47708.55,47708.55,37152.79579,37152.79579,10555.75421,10555.75421,
,Bradford - City Centre,daily,19/11/2019,70032.88,70032.88,54537.75664,54537.75664,15495.12336,15495.12336,
,Bradford - City Centre,daily,20/11/2019,64273.56,64273.56,50052.71486,50052.71486,14220.84514,14220.84514,
,Bradford - City Centre,daily,21/11/2019,67626.15,67626.15,52663.52763,52663.52763,14962.62237,14962.62237,
,Bradford - City Centre,daily,22/11/2019,44888.57,44888.57,35532.5413,35532.5413,9356.028702,9356.028702,
,Bradford - City Centre,daily,23/11/2019,62577.67,62577.67,49534.73999,49534.73999,13042.93001,13042.93001,
,Bradford - City Centre,daily,24/11/2019,97206.6,97206.6,75699.1558,75699.1558,21507.4442,21507.4442,
,Bradford - City Centre,daily,25/11/2019,64145.9,64145.9,49953.30027,49953.30027,14192.59973,14192.59973,
,Bradford - City Centre,daily,25/11/2019,69770.41,69770.41,54333.35943,54333.35943,15437.05057,15437.05057,
,Bradford - City Centre,daily,26/11/2019,80298.23,80298.23,62531.84684,62531.84684,17766.38316,17766.38316,
,Bradford - City Centre,daily,27/11/2019,83499.9,83499.9,65025.13141,65025.13141,18474.76859,18474.76859,
,Bradford - City Centre,daily,28/11/2019,98843.79,98843.79,78241.99011,78241.99011,20601.79989,20601.79989,
,Bradford - City Centre,daily,29/11/2019,56645.27,56645.27,44838.81744,44838.81744,11806.45256,11806.45256,
,Bradford - City Centre,daily,30/11/2019,72420.72,72420.72,56397.27515,56397.27515,16023.44485,16023.44485,
,Bradford - City Centre,daily,01/12/2019,69657.58,69657.58,54245.49363,54245.49363,15412.08637,15412.08637,
,Bradford - City Centre,daily,01/12/2019,96506.16,96506.16,75153.69164,75153.69164,21352.46836,21352.46836,
,Bradford - City Centre,daily,02/12/2019,61125,61125,47600.78943,47600.78943,13524.21057,13524.21057,
,Bradford - City Centre,daily,02/12/2019,81809.51,81809.51,63708.74862,63708.74862,18100.76138,18100.76138,
,Bradford - City Centre,daily,03/12/2019,99806.07,99806.07,79003.70415,79003.70415,20802.36585,20802.36585,
,Bradford - City Centre,daily,04/12/2019,64934.31,64934.31,51400.19055,51400.19055,13534.11945,13534.11945,
,Bradford - City Centre,daily,05/12/2019,91750.49,91750.49,71450.2373,71450.2373,20300.2527,20300.2527,
,Bradford - City Centre,daily,06/12/2019,75912.98,75912.98,59116.85524,59116.85524,16796.12476,16796.12476,
,Bradford - City Centre,daily,07/12/2019,106191.33,106191.33,82695.96956,82695.96956,23495.36044,23495.36044,
,Bradford - City Centre,daily,08/12/2019,86205.68,86205.68,67132.24412,67132.24412,19073.43588,19073.43588,
,Bradford - City Centre,daily,09/12/2019,91396.06,91396.06,71174.2267,71174.2267,20221.8333,20221.8333,
,Bradford - City Centre,daily,09/12/2019,139381.27,139381.27,110330.3298,110330.3298,29050.9402,29050.9402,
,Bradford - City Centre,daily,10/12/2019,53899.38,53899.38,42665.24743,42665.24743,11234.13257,11234.13257,
,Bradford - City Centre,daily,11/12/2019,99162.72,99162.72,77222.47451,77222.47451,21940.24549,21940.24549,
,Bradford - City Centre,daily,12/12/2019,132892.69,132892.69,103489.5207,103489.5207,29403.16928,29403.16928,
,Bradford - City Centre,daily,13/12/2019,57135.28,57135.28,44493.81485,44493.81485,12641.46515,12641.46515,
,Bradford - City Centre,daily,14/12/2019,96218.23,96218.23,74929.46758,74929.46758,21288.76242,21288.76242,
,Bradford - City Centre,daily,15/12/2019,71526.75,71526.75,55701.10046,55701.10046,15825.64954,15825.64954,
,Bradford - City Centre,daily,16/12/2019,67670.97,67670.97,53566.45436,53566.45436,14104.51564,14104.51564,
,Bradford - City Centre,daily,16/12/2019,49111.73,49111.73,38875.47709,38875.47709,10236.25291,10236.25291,
,Bradford - City Centre,daily,17/12/2019,100128.06,100128.06,77974.22823,77974.22823,22153.83177,22153.83177,
